fdcId,brandOwner,ingredients,Total_Sugars,Added_Sugars
883194,Lily's Sweets,"UNSWEETENED COCOA, ERYTHRITOL, COCOA BUTTER, INULIN, STEVIA EXTRACT, VANILLA EXTRACT.",0.0,
638608,"Meijer, Inc.","WATER, MODIFIED CORN STARCH, SORBITOL, MALTITOL, NONFAT MILK*, COCOA (PROCESSED WITH ALKALI), PALM OIL, LESS THAN 2% OF: CALCIUM CARBONATE, SALT, MILK PROTEIN ISOLATE, SODIUM STEAROYL LACTYLATE, CARRAGEENAN, ARTIFICIAL FLAVOR, SUCRALOSE, ACESULFAME POTASSIUM.",0.0,
577710,REESE'S,"SUGAR, BLEACHED ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, WHOLE EGGS, VEGETABLE SHORTENING (PALM OIL, SOYBEAN OIL, CANOLA OIL, PROPYLENE GLYCOL MONO- AND DIESTERS OF FATS AND FATTY ACIDS, MONO- AND DIGLYCERIDES, POLYSORBATE 60, SOY LECITHIN), SOYBEAN OIL, PEANUT BUTTER (PEANUTS, PEANUT OIL, SUGAR, SALT, CORN STARCH), CHOCOLATE CANDY PIECES (SUGAR, PEANUTS, HYDROGENATED VEGETABLE OIL [PALM KERNEL OIL, SOYBEAN OIL], CORN SYRUP, DEXTROSE, PALM KERNEL OIL, ARTIFICIAL COLOR, YELLOW 5 LAKE, YELLOW 6 LAKE, RED 40 LAKE, BLUE 1 LAKE, CORN STARCH, SALT, CONFECTIONER'S GLAZE, SOY LECITHIN, MODIFIED STARCH, CARNAUBA WAX, VANILLIN [ARTIFICIAL FLAVOR], MILK), COCOA (PROCESSED WITH ALKALI). CONTAINS 2% OR LESS OF EACH OF THE FOLLOWING: SEMI-SWEET CHOCOLATE (SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, MILK FAT, SOY LECITHIN, VANILLIN [ARTIFICIAL FLAVOR]), HEAVY WHIPPING CREAM (CREAM [MILK], CARRAGEENAN GUM, MONO- AND DIGLYCERIDES, CELLULOSE GUM, POLYSORBATE 80, DEXTROSE), NONFAT DRY MILK, HIGH FRUCTOSE CORN SYRUP, SOY LECITHIN, MODIFIED STARCH (CORN), SALT, SODIUM BICARBONATE, CARAMEL COLOR, DRIED EGG WHITES, WHEAT STARCH, SODIUM ALUMINIUM PHOSPHATE, MONO- AND DIGLYCERIDES, EMULSIFIER (PROPYLENE GLYCOL MONO- AND DIESTERS OF FATS AND FATTY ACIDS, MONO- AND DIGLYCERIDES, SOY LECITHIN, CITRIC ACID [PRESERVATIVE]), CORN STARCH, SODIUM ACID PYROPHOSPHATE, NATURAL AND ARTIFICIAL FLAVOR, ARTIFICIAL COLOR, POLYSORBATE 60, SODIUM STEAROYL LACTYLATE, CORN SYRUP, GUAR GUM, MONOCALCIUM PHOSPHATE, XANTHAN GUM, PROPYLENE GLYCOL, POTASSIUM SORBATE (PRESERVATIVE), SOY FLOUR.",0.0,35.9
594740,LEAN BODY,"FILTERED WATER, MILK PROTEIN ISOLATE, LESS THAN 2% OF: CALCIUM CASEINATE, WHEY PROTEIN CONCENTRATE, SUNFLOWER OIL, DUTCHED COCOA, INULIN, CELLULOSE GEL, CELLULOSE GUM, CARRAGEENAN, NATURAL FLAVORS, VITAMIN AND MINERAL BLEND (POTASSIUM PHOSPHATE, POTASSIUM CITRATE, MAGNESIUM PHOSPHATE, SODIUM ASCORBATE, ZINC SULFATE, TOCOPHEROL ACETATE, BIOTIN, VITAMIN A PALMITATE, NIACINAMIDE, PHYTONADIONE, POTASSIUM IODIDE, D-CALCIUM PANTOTHENATE, CHROMIUM CHLORIDE, COPPER SULFATE, CYANOCOBALAMIN, SODIUM MOLYBDATE, SODIUM SELENITE, FOLIC ACID, CHOLECALCIFEROL, PYRIDOXINE HYDROCHLORIDE, RIBOFLAVIN, THIAMIN MONONITRATE, MANGANESE SULFATE), SUCRALOSE, SALT, ACESULFAME POTASSIUM.",0.0,
361200,SANS SUCRE,"WHIPPING BASE (PARTIALLY HYDROGENATED PALM KERNAL OIL, MALTODEXTRIN, PROPYLENE GLYCOL ESTERS OF FATTY ACIDS, SODIUM CASEINATE, ACETIC ACID ESTERS OF MONOGLYCERIDES, DIPOTASSIUM PHOSPHATE, MICROCRYSTALLINE CELLULOSE, HYDROXYPROPYL METHYL CELLULOSE, MONO AND DIGLYCERIDES, SODIUM ALUMINOSILICATE), COCOA (PROCESSED WITH ALKALI), MALTODEXTRIN, MODIFIED CORN STARCH, TETRASODIUM PYROPHOSPHATE, SILICON DIOXIDE, ARTIFICIAL FLAVOR, CARRAGEENAN, SUCRALOSE (SPLENDA BRAND), XANTHAN GUM.",0.0,
1081079,TC Heartland LLC,"WATER, MICROFILTERED MILK PROTEIN, CANOLA OIL, SHORT-CHAIN FRUCTOOLIGOSACCHARIDES, ALLULOSE AND LESS THAN 2% OF COCOA POWDER (PROCESSED WITH ALKALI), NATURAL AND ARTIFICIAL FLAVOR, POTASSIUM CITRATE, SALT, SUNFLOWER LECITHIN, DIPOTASSIUM PHOSPHATE, GELLAN GUM, CARRAGEENAN, SPLENDA SUCRALOSE VITAMINS & MINERALS: MAGNESIUM PHOSPHATE, SODIUM ASCORBATE (VITAMIN C), VITAMIN D3, VITAMIN B12.",0.0,
507640,7-ELEVEN,"MALTODEXTRIN, COCOA POWDER, SUGAR, NATURAL AND ARTIFICIAL FLAVOR, SILICON DIOXIDE (AS AN ANTI-CAKING AGENT), PARTIALLY HYDROGENATED VEGETABLE (SOYBEAN/COTTONSEED) OIL.",0.0,
1107273,Rodelle Inc.,INGREDIENTS: 100% COCOA PROCESSED WITH ALKALI,0.0,
669894,"CytoSport, Inc.","MILK DERIVED PROTEIN BLEND (CALCIUM SODIUM CASEINATE, WHEY PROTEIN ISOLATE, MILK PROTEIN ISOLATE), SOLUBLE VEGETABLE FIBER, ALKALIZED COCOA POWDER, NON DAIRY CREAMER (SUNFLOWER OIL, MALTODEXTRIN, SODIUM CASEINATE [A MILK DERIVATIVE], MONO- AND DIGLYCERIDES, TOCOPHEROLS), NATURAL AND ARTIFICIAL FLAVORS, MAGNESIUM PHOSPHATE, CANOLA OIL, CALCIUM PHOSPHATE, GUM BLEND (CELLULOSE GUM, XANTHAN GUM, CARRAGEENAN), POTASSIUM CHLORIDE, LESS THAN 1% OF: ACESULFAME POTASSIUM, MEDIUM CHAIN TRIGLYCERIDES, MALTODEXTRIN, ASCORBIC ACID, SUCRALOSE, STEVIA EXTRACT, CHOLECALCIFEROL, VITAMIN A PALMITATE.",0.0,
1061523,Hunter Gatherer Natural Foods  ,"ORGANIC CACAO PASTE, ORGANIC PILI NUTS, ORGANIC ERYTHRITOL, ORGANIC STEVIA, ORGANIC MONK FRUIT, ORGANIC CHICORY INULIN & HIMALAYAN SALT.",0.0,
